"Jahr";"A";"B";"2. Jahr";"3. Jahr";"4. Jahr";"5. Jahr"
2023;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.17._nachrichtlich: Ergebnis aus dem abgegebenen VG";0;0;0;0
2023;"B.";"Angaben zur Solvabilität zum Ende des zweiten bis fünften Geschäftsjahres";;;;
2023;"B._Angaben zur Solvabilität zum Ende des zweiten bis fünften Geschäftsjahres";"B.1._Eigenmittel A (gem. Rundschreiben 4/2005 (VA))";39727;40732;47743;56312
2023;"B._Angaben zur Solvabilität zum Ende des zweiten bis fünften Geschäftsjahres";"B.2._davon: ungebundene, zur Verlustdeckung verwendbare Rückstellung für Beitragsrückerstattung (inkl. SÜAF, entsprechend NW 702 Seite 1, Zeile 19)";14076;15031;21992;30162
2023;"B._Angaben zur Solvabilität zum Ende des zweiten bis fünften Geschäftsjahres";"B.3._Eigenmittel B (gem. Rundschreiben 4/2005 (VA))";;;;
2023;"B._Angaben zur Solvabilität zum Ende des zweiten bis fünften Geschäftsjahres";"B.4._davon: stille Nettoreserven";;;;
2023;"B._Angaben zur Solvabilität zum Ende des zweiten bis fünften Geschäftsjahres";"B.5._Mindestbetrag der Mindestkapitalanforderung";;;;
2023;"B._Angaben zur Solvabilität zum Ende des zweiten bis fünften Geschäftsjahres";"B.6._Solvabilitätskapitalanforderung";35547;36134;36349;36352
2023;"B._Angaben zur Solvabilität zum Ende des zweiten bis fünften Geschäftsjahres";"";;;1,31346116812017;1,54907570422535
2023;"C.";"Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das zweite bis fünfte Geschäftsjahr";;;;
2023;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das zweite bis fünfte Geschäftsjahr";"C.1._Unsaldierte stille Reserven zum Ende des zweiten bis fünften Geschäftsjahres";9273,88611000395;11867,3742042835;14802,212643608;15634,8735798505
2023;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das zweite bis fünfte Geschäftsjahr";"C.2._davon: in zum Nennwert bilanzierten Kapitalanlagen";103,445609060489;31,0795559070983;0;0
2023;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das zweite bis fünfte Geschäftsjahr";"C.3._davon: in Immobilien";723,257269541621;1136,73184976746;1137,82160499522;1144,43265791695
2023;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das zweite bis fünfte Geschäftsjahr";"C.4._davon: in Anteilen an verbundenen Unternehmen und Beteiligungen";0;0;0;0
2023;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das zweite bis fünfte Geschäftsjahr";"C.5._Unsaldierte stille Lasten zum Ende des zweiten bis fünften Geschäftsjahres";106594,723619516;119693,612530726;132589,978393659;129295,945992325
2023;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das zweite bis fünfte Geschäftsjahr";"C.6._davon: in zum Nennwert bilanzierten Kapitalanlagen";5163,43183283284;5797,93997434557;6422,63793089936;6263,07551371873
2023;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das zweite bis fünfte Geschäftsjahr";"C.7._Neu- und Wiederanlage (ohne FLV) im zweiten bis fünften Geschäftsjahr - inkl. indirekte Anlagen";33980,2046294514;33657,9253419225;33854,3015049074;22891,8445631072
2023;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das zweite bis fünfte Geschäftsjahr";"C.7a._Erwartete durchschnittliche Rendite der Neu- und Wiederanlage (ohne FLV) in % - inkl. indirekte Anlagen";3,2667291143305;3,99495943748531;2,9895538452501;4,14309567325047
2023;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das zweite bis fünfte Geschäftsjahr";"C.8._Buchwert der Kapitalanlagen zum Ende des zweiten bis fünften Geschäftsjahres (Formblatt 1, Aktivseite, C., RechVersV)";890988,156489969;912027,284900878;925904,462486708;935021,829617905
2023;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das zweite bis fünfte Geschäftsjahr";"C.9._Bewertungsreserven in festverzinslichen Anlagen und Zinsabsicherungsgeschäften gem. § 139 Abs. 3 VAG";-105097,372370528;-118331,461309912;-131409,969051659;-128180,540911945
2023;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das zweite bis fünfte Geschäftsjahr";"C.10._Sicherungsbedarf gem. § 139 Abs. 4 VAG";0;0;0;0
2023;"D.";"Sonstige Angaben zum zweiten bis fünften Geschäftsjahr";;;;
2023;"D._Sonstige Angaben zum zweiten bis fünften Geschäftsjahr";"D.1._Veränderung der Brutto-Deckungsrückstellung zur Verstärkung der Rechnungsgrundlage Zins für aufsichtsrechtlich genehmigte Tarife  (in A.7. enthalten)";907;788;668;508
2023;"D._Sonstige Angaben zum zweiten bis fünften Geschäftsjahr";"D.2._Veränderung der Brutto-Deckungsrückstellung zur Verstärkung der Rechnungsgrundlage Zins für aufsichtsrechtlich nicht genehmigte Tarife (Zinszusatzreserve gem. § 5 Abs. 3 DeckRV; in A.7. enthalten)";188;70;-5805;-6447
2023;"D._Sonstige Angaben zum zweiten bis fünften Geschäftsjahr";"D.3._Veränderung der Brutto-Deckungsrückstellung zur Verstärkung anderer, bereits feststehender Rechnungsgrundlagen für aufsichtsrechtlich genehmigte und nicht genehmigte Tarife (in A.7. enthalten)";228;-481;-497;-759
2023;"D._Sonstige Angaben zum zweiten bis fünften Geschäftsjahr";"D.4._Veränderung der Brutto-Deckungsrückstellung zur Verstärkung der Rechnungsgrundlagen (Zins und andere), die nicht schon in D.1. bis D.3. enthalten ist (in A.7. enthalten)";450;400;350;300
2023;"D._Sonstige Angaben zum zweiten bis fünften Geschäftsjahr";"D.5._Durchschnittlicher Rechnungszins des zweiten bis fünften Geschäftsjahres in %";2,27;2,25;2,23;2,27
2023;"D._Sonstige Angaben zum zweiten bis fünften Geschäftsjahr";"D.6._Erwarten Sie für das zweite bis fünfte Geschäftsjahr einen Antrag auf Reduzierung der Mindestzuführung zur RfB gem. MindZV zu stellen? Antwortmöglichkeiten: 0=nein, 1=ja (bei Möglichkeit 1 bitte Erläuterung im Erläuterungsbogen).";0;1;0;0
2023;"D._Sonstige Angaben zum zweiten bis fünften Geschäftsjahr";"D.7._Erwarten Sie für das zweite bis fünfte Geschäftsjahr einen Antrag auf Entnahme aus der RfB aufgrund § 140 Abs. 1 Satz 2 VAG zu stellen? Antwortmöglichkeiten: 0=nein, 1=ja (bei Möglichkeit 1 bitte Erläuterung im Erläuterungsbogen)";0;0;0;0
2023;"D._Sonstige Angaben zum zweiten bis fünften Geschäftsjahr";"D.8._Brutto-Deckungsrückstellung zum Ende des Geschäftsjahres, inkl. Verstärkungen (ohne FLV)";850628;865310;870867;871345
2023;"D._Sonstige Angaben zum zweiten bis fünften Geschäftsjahr";"D.9._Im Rahmen der Prognoserechnung angesetzte Unterstützung durch Aktionäre / Trägerunternehmen / gruppenangehörige Unternehmen";0;0;0;0
2023;"D._Sonstige Angaben zum zweiten bis fünften Geschäftsjahr";"D.10._Zum Zwecke der Leistungserhöhung oder Verrechnung mit sonst zu zahlenden Beiträgen verwendete / entnommene Beträge aus Rohüberschuss, aus der RfB oder aus vergleichbaren Rückstellungen";356;214;229;226
2023;"D._Sonstige Angaben zum zweiten bis fünften Geschäftsjahr";"D.11._davon verpflichtend";356;128;132;128
2023;"D._Sonstige Angaben zum zweiten bis fünften Geschäftsjahr";"D.12._davon befristete ZVK-Leistung";0;0;0;0
