"Jahr";"A";"B";"F";"Szenario 1";"Szenario 2";"Szenario 3";"Szenario 4"
2022;"E._Felder für Sonderabfragen";"E.3._bAV gemäß § 1 BetrAVG mit Haftung eines existenten Arbeitgebers gemäß § 1 Abs. 1 S. 3 BetrAVG - Riesterverträge";;0;0;;
2022;"E._Felder für Sonderabfragen";"E.4._Fortführung der Versicherung nach Ausscheiden aus dem Arbeitsverhältnis mit eigenen Beiträgen";;21,46;0;;
2022;"E._Felder für Sonderabfragen";"E.5._Rückdeckungsgeschäft";;0;0;;
2022;"E._Felder für Sonderabfragen";"E.6._Ursprünglich bAV gemäß § 1 BetrAVG, ursprünglich gemäß § 1 Abs. 1 S. 3 BetrAVG haftender Arbeitgeber nicht mehr existent";;0;0;;
2022;"E._Felder für Sonderabfragen";"E.7._Sonstiges (im Erläuterungsbogen darzulegen)";;0;0;;
2022;"E._Felder für Sonderabfragen";"E.8._Anzahl der existenten Arbeitgeber, die Zusagen der bAV gemäß § 1 BetrAVG über die Pensionskasse durchführen oder rückdecken, für die sie gemäß § 1 Abs. 1 S. 3 BetrAVG haften (ganze Anzahl, nicht in Tausend)";;3732;;;
2022;"E._Felder für Sonderabfragen";"E.9._Anzahl der Arbeitgeber, die Zusagen der bAV gemäß § 1 BetrAVG über die Pensionskasse durchgeführt oder rückgedeckt haben und dafür gemäß § 1 Abs. 1 S. 3 BetrAVG hafteten, aber nicht mehr existent sind, ohne dass andere Arbeitgeber die Zusage und Haftung übernommen haben (ganze Anzahl, nicht in Tausend)";;0;;;
2022;"E._Felder für Sonderabfragen";"E.10._Erwartete Rendite der im Kalenderjahr 2022 vom 01.01. bis zum 30.09. getätigten Neu- und Wiederanlage in %";;2,24;;;
2022;"E._Felder für Sonderabfragen";"";;;;;
2022;"E._Felder für Sonderabfragen";"E.10.1._Neu- und Wiederanlage 01.01.2022 bis 30.09.2022 gesamt - inkl. indirekte Anlagen (vgl. Anleitung, Abschnitt 4.c)";;200626;;;16
2022;"E._Felder für Sonderabfragen";"E.10.2._Anlagen mit Rentencharakter";;193400;2,18;;16
2022;"E._Felder für Sonderabfragen";"E.10.3._davon: a. Renten mit Rest-/Laufzeit bis 5 Jahre";;74000;1,96;;3
2022;"E._Felder für Sonderabfragen";"E.10.4._davon: b. Renten mit Rest-/Laufzeit 5 bis 10 Jahre";;13000;2,17;;9
2022;"E._Felder für Sonderabfragen";"E.10.5._davon: c. Renten mit Rest-/Laufzeit 10 bis 20 Jahre";;32600;2,5;;15
2022;"E._Felder für Sonderabfragen";"E.10.6._davon: d. Renten mit Rest-/Laufzeit ab 20 Jahre";;73800;2,26;;31
2022;"E._Felder für Sonderabfragen";"E.10.7._davon: a. mit Rating AAA bis AA";;91500;2,01;;22
2022;"E._Felder für Sonderabfragen";"E.10.8._davon: b. mit Rating A bis BBB";;81900;2,36;;12
2022;"E._Felder für Sonderabfragen";"E.10.9._davon: c. mit Rating BB bis B";;;;;
2022;"E._Felder für Sonderabfragen";"E.10.10._davon: d. mit Rating CCC bis D";;;;;
2022;"E._Felder für Sonderabfragen";"E.10.11._davon: e. ohne Rating";;20000;2,22;;2
2022;"E._Felder für Sonderabfragen";"E.10.12._davon: a. Staaten und Gebietskörperschaften";;171000;2,11;;16
2022;"E._Felder für Sonderabfragen";"E.10.13._davon: b. Banken";;3000;3,45;;10
2022;"E._Felder für Sonderabfragen";"E.10.14._davon: unbesichert";;3000;3,45;;10
2022;"E._Felder für Sonderabfragen";"E.10.15._davon: c. Unternehmen";;19400;2,61;;18
2022;"E._Felder für Sonderabfragen";"E.10.16._Anlagen mit Eigenkapitalcharakter";;;;;
2022;"E._Felder für Sonderabfragen";"E.10.17._Immobilien";;1253;;3,92;
2022;"E._Felder für Sonderabfragen";"E.10.18._Sonstige Kapitalanlagen";;5973;;3,98;
2022;"E._Felder für Sonderabfragen";"";;;;;
2022;"E._Felder für Sonderabfragen";"E.11._Neugeschäft im ersten Geschäftsjahr (neue versicherte Person oder neuer Vertrag zu vorhandener versicherter Person, ohne internen Versorgungsausgleich): Höhe des Rechnungszinses (nach Höhe des Rechnungszinses absteigend sortiert)";;;;;
2022;"E._Felder für Sonderabfragen";"E.12._Neugeschäft im ersten Geschäftsjahr (neue versicherte Person oder neuer Vertrag zu vorhandener versicherter Person, ohne internen Versorgungsausgleich): Erwartete Anzahl der Neuzugänge in diesen Tarifen (gesamte Anzahl, nicht in Tausend)";;;;;
2022;"E._Felder für Sonderabfragen";"E.13._Neugeschäft im ersten Geschäftsjahr (neue versicherte Person oder neuer Vertrag zu vorhandener versicherter Person, ohne internen Versorgungsausgleich): Geschätztes Beitragsvolumen für einen 12-Monatszeitraum aus lfd. Beiträgen und lfd. Einmalbeiträgen in Tsd. €";;;;;
2022;"E._Felder für Sonderabfragen";"E.14._Neugeschäft im ersten Geschäftsjahr (neue versicherte Person oder neuer Vertrag zu vorhandener versicherter Person, ohne internen Versorgungsausgleich): Prognostizierte Einmalbeiträge ohne lfd. Einmalbeiträge in Tsd. €";;;;;
2022;"E._Felder für Sonderabfragen";"E.15._Bei Schließung/Neuauflage von Tarifen im Jahr 2022: Höhe des Rechnungszinses der nach Schließung/Neuauflage für das Neugeschäft offenen Tarife (absteigend sortiert, analog E.11.)";;;;;
2022;"F.";"Überschussdeklaration für das Folgejahr (nur dann erforderlich, wenn ausdrücklich verlangt)";;;;;
2022;"F._Überschussdeklaration für das Folgejahr (nur dann erforderlich, wenn ausdrücklich verlangt)";"Für das Folgejahr deklarierte Gesamtverzinsung (Rechnungszins zuzüglich Zinsüberschussanteilsatz bei den im Folgejahr für das Neugeschäft offenen Tarifen):";;;;;
2022;"F._Überschussdeklaration für das Folgejahr (nur dann erforderlich, wenn ausdrücklich verlangt)";"F.1._Rentenversicherungen in der Aufschubzeit (Anwartschaftszeit)";0,9;;;;
2022;"F._Überschussdeklaration für das Folgejahr (nur dann erforderlich, wenn ausdrücklich verlangt)";"F.2._Rentenversicherungen in der Rentenbezugszeit";0,95;;;;
2022;"F._Überschussdeklaration für das Folgejahr (nur dann erforderlich, wenn ausdrücklich verlangt)";"F.3._Gesamtzinssatz für die verzinsliche Ansammlung";0,9;;;;
2022;"F._Überschussdeklaration für das Folgejahr (nur dann erforderlich, wenn ausdrücklich verlangt)";"F.4._Für das Folgejahr deklarierte Zins-Direktgutschrift (bei den im Folgejahr für das Neugeschäft offenen Tarifen)";0;;;;
2022;"F._Überschussdeklaration für das Folgejahr (nur dann erforderlich, wenn ausdrücklich verlangt)";"F.5._Termin des Beschlussvorschlags des Verantwortlichen Aktuars für den Vorstand";44896;;;;
2022;"F._Überschussdeklaration für das Folgejahr (nur dann erforderlich, wenn ausdrücklich verlangt)";"F.6._Beschlusstermin des Vorstands";44896;;;;
2022;"F._Überschussdeklaration für das Folgejahr (nur dann erforderlich, wenn ausdrücklich verlangt)";"F.7._Beschluss des Vorstands weicht nicht vom Beschlussvorschlag des Verantwortlichen Aktuars ab";0;;;;
2023;"A.";"Ergebnisprognose des ersten Geschäftsjahres";;;;;
2023;"A._Ergebnisprognose des ersten Geschäftsjahres";"A.1._Verdiente Beiträge für eigene Rechnung";;29376;29376;29376;29376
2023;"A._Ergebnisprognose des ersten Geschäftsjahres";"A.2._Beiträge aus der Brutto-Rückstellung für Beitragsrückerstattung";;152;152;152;152
2023;"A._Ergebnisprognose des ersten Geschäftsjahres";"A.3._Erträge aus Kapitalanlagen";;27026,7504607478;33602,3050517269;27026,7504607478;31405,80294424
2023;"A._Ergebnisprognose des ersten Geschäftsjahres";"A.3.1._davon: laufende Erträge aus Kapitalanlagen (Nw. 201, S. 1, Spalte 1, Zeile 26 ./. Zeile 25)";;17495,1983069814;17495,1983069814;17495,1983069814;17495,1983069814
2023;"A._Ergebnisprognose des ersten Geschäftsjahres";"A.3.2._davon: übrige Erträge aus Kapitalanlagen (Nw. 201, S. 1, Spalte 2, Zeile 26 ./. Zeile 25)";;9531,55215376636;16107,1067447455;9530,55215376636;13910,6046372586
2023;"A._Ergebnisprognose des ersten Geschäftsjahres";"A.4._Nicht realisierte Gewinne aus Kapitalanlagen";;651;553;0;651
2023;"A._Ergebnisprognose des ersten Geschäftsjahres";"A.5._Sonstige versicherungstechnische Erträge für eigene Rechnung";;34;34;34;34
2023;"A._Ergebnisprognose des ersten Geschäftsjahres";"A.6._Aufwendungen für Versicherungsfälle für eigene Rechnung";;28116;28116;28116;28116
2023;"A._Ergebnisprognose des ersten Geschäftsjahres";"A.7._Veränderung der übrigen versicherungstechnischen Netto-Rückstellungen";;22334;22236;19792;22334
2023;"A._Ergebnisprognose des ersten Geschäftsjahres";"A.8._Aufwendungen für die erfolgsabhängige Beitragsrückerstattung für eigene Rechnung";;822;822;822;822
2023;"A._Ergebnisprognose des ersten Geschäftsjahres";"A.9._Aufwendungen für den Versicherungsbetrieb für eigene Rechnung";;1113;1113;1113;1113
2023;"A._Ergebnisprognose des ersten Geschäftsjahres";"A.10._Aufwendungen für Kapitalanlagen";;3936,02587889025;41235,4172588903;3936,02587889025;14315,2603810497
2023;"A._Ergebnisprognose des ersten Geschäftsjahres";"A.10.1._davon: laufende Aufwendungen für Kapitalanlagen (Nw. 201, S. 1, Spalte 3, Zeile 26 ./. Zeile 25)";;1076,15903961134;1076,15903961134;1076,15903961134;1076,15903961134
2023;"A._Ergebnisprognose des ersten Geschäftsjahres";"A.10.2._davon: übrige Aufwendungen für Kapitalanlagen (Nw. 201, S. 1, Spalte 4, Zeile 26 ./. Zeile 25)";;2859,86683927891;40159,2582192789;2859,86683927891;13239,1013414384
2023;"A._Ergebnisprognose des ersten Geschäftsjahres";"A.11._Nicht realisierte Verluste aus Kapitalanlagen";;0;0;1891;0
2023;"A._Ergebnisprognose des ersten Geschäftsjahres";"A.12._Sonstige versicherungstechnische Aufwendungen für eigene Rechnung";;18;18;18;18
2023;"A._Ergebnisprognose des ersten Geschäftsjahres";"A.13._Versicherungstechnisches Ergebnis für eigene Rechnung";;900,724581857546;-29823,1122071633;900,724581857546;-5099,45743680973
2023;"A._Ergebnisprognose des ersten Geschäftsjahres";"A.14._Saldo der Posten II.1., II.2., II.4., II.5. und II.7. bis II.10. aus Formblatt 3 RechVersV";;-851;-851;-851;-851
2023;"A._Ergebnisprognose des ersten Geschäftsjahres";"A.15._Ausgleichsposten aus dem Vorjahr";;0;0;0;
2023;"A._Ergebnisprognose des ersten Geschäftsjahres";"A.16._Jahresüberschuss/Jahresfehlbetrag";;49,7245818575457;-30674,1122071633;49,7245818575457;-5950,45743680973
2023;"A._Ergebnisprognose des ersten Geschäftsjahres";"A.17._nachrichtlich: Ergebnis aus dem abgegebenen VG";;0;0;0;0
2023;"B.";"Angaben zur Solvabilität zum Ende des ersten Geschäftsjahres";;;;;
2023;"B._Angaben zur Solvabilität zum Ende des ersten Geschäftsjahres";"B.1._Eigenmittel A (gem. Rundschreiben 4/2005 (VA))";;38331;36607,1632109791;38331;36830,8179813327
2023;"B._Angaben zur Solvabilität zum Ende des ersten Geschäftsjahres";"B.2._davon: ungebundene, zur Verlustdeckung verwendbare Rückstellung für Beitragsrückerstattung (inkl. SÜAF, entsprechend NW 702 Seite 1, Zeile 19)";;12730;12730;12730;12730
2023;"B._Angaben zur Solvabilität zum Ende des ersten Geschäftsjahres";"B.3._Eigenmittel B (gem. Rundschreiben 4/2005 (VA))";;;;;
2023;"B._Angaben zur Solvabilität zum Ende des ersten Geschäftsjahres";"B.4._davon: stille Nettoreserven";;;;;
2023;"B._Angaben zur Solvabilität zum Ende des ersten Geschäftsjahres";"B.5._Mindestbetrag der Mindestkapitalanforderung";;;;;
2023;"B._Angaben zur Solvabilität zum Ende des ersten Geschäftsjahres";"B.6._Solvabilitätskapitalanforderung";;34852;34852;34852;34852
2023;"B._Angaben zur Solvabilität zum Ende des ersten Geschäftsjahres";"";;;1,05036047317167;1,09982210490072;1,05677774536132
2023;"C.";"Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das erste Geschäftsjahr";;;;;
2023;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das erste Geschäftsjahr";"C.1._Unsaldierte stille Reserven zum Ende des ersten Geschäftsjahres";;7544,80773859511;0;7544,80773859511;0
2023;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das erste Geschäftsjahr";"C.2._davon: in zum Nennwert bilanzierten Kapitalanlagen";;112,78453;0;112,78453;0
2023;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das erste Geschäftsjahr";"C.3._davon: in Immobilien";;1319,1220296944;0;1319,1220296944;0
2023;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das erste Geschäftsjahr";"C.4._davon: in Anteilen an verbundenen Unternehmen und Beteiligungen";;0;0;0;0
2023;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das erste Geschäftsjahr";"C.5._Unsaldierte stille Lasten zum Ende des ersten Geschäftsjahres";;185624,895176102;237831,853841102;185624,895176102;185624,895176102
2023;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das erste Geschäftsjahr";"C.6._davon: in zum Nennwert bilanzierten Kapitalanlagen";;8416,48523;10783,6197465762;8416,48523;8416,48523
2023;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das erste Geschäftsjahr";"C.7._Neu- und Wiederanlage (ohne FLV) im ersten Geschäftsjahr - inkl. indirekte Anlagen (vgl. Anleitung, Abschnitt 4.c)";;224024,203537044;232367,018802044;224024,203537044;255613,148017044
2023;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das erste Geschäftsjahr";"C.8._Buchwert der Kapitalanlagen zum Ende des ersten Geschäftsjahres (Formblatt 1, Aktivseite, C., RechVersV)";;873429,149712599;842705,312923578;873429,149712599;868614,973787073
2023;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das erste Geschäftsjahr";"C.9._Buchwert der Kapitalanlagen zum Ende des Vorjahres (Formblatt 1, Aktivseite, C., RechVersV)";;848998,479;848998,479;848998,479;848998,479
2023;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das erste Geschäftsjahr";"C.10._Bewertungsreserven in festverzinslichen Anlagen und Zinsabsicherungsgeschäften gem. § 139 Abs. 3 VAG";;-163890,583043486;-216097,541708486;-163890,583043486;-164892,849113486
2023;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das erste Geschäftsjahr";"C.11._Sicherungsbedarf gem. § 139 Abs. 4 VAG";;0;;;
2023;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das erste Geschäftsjahr";"";;;;;
2023;"D.";"Sonstige Angaben";;;;;
2023;"D._Sonstige Angaben";"D.1._Veränderung der Brutto-Deckungsrückstellung zur Verstärkung der Rechnungsgrundlage Zins für aufsichtsrechtlich genehmigte Tarife  (Nettoanteil in A.7. enthalten)";;834;834;834;834
2023;"D._Sonstige Angaben";"D.2._Veränderung der Brutto-Deckungsrückstellung zur Verstärkung der Rechnungsgrundlage Zins für aufsichtsrechtlich nicht genehmigte Tarife (Zinszusatzreserve gem. § 5 Abs. 3 DeckRV; Nettoanteil in A.7. enthalten)";;278;278;278;278
2023;"D._Sonstige Angaben";"D.3._Veränderung der Brutto-Deckungsrückstellung zur Verstärkung anderer, bereits feststehender Rechnungsgrundlagen für aufsichtsrechtlich genehmigte und nicht genehmigte Tarife (Nettoanteil in A.7. enthalten)";;178;178;178;178
2023;"D._Sonstige Angaben";"D.4._Veränderung der Brutto-Deckungsrückstellung zur Verstärkung der Rechnungsgrundlagen (Zins und andere), die nicht schon in D.1. bis D.3. enthalten ist (Nettoanteil in A.7. enthalten)";;500;500;500;500
2023;"D._Sonstige Angaben";"D.5._Durchschnittlicher Rechnungszins des ersten Geschäftsjahres in %";;2,29;2,29;2,29;2,29
2023;"D._Sonstige Angaben";"D.6._Erwarten Sie für das erste Geschäftsjahr einen Antrag auf Reduzierung der Mindestzuführung zur RfB gem. MindZV zu stellen? Antwortmöglichkeiten: 0=nein, 1=ja (bei Möglichkeit 1 bitte Erläuterung im Erläuterungsbogen).";;1;1;1;1
2023;"D._Sonstige Angaben";"D.7._Erwarten Sie für das erste Geschäftsjahr einen Antrag auf Entnahme aus der RfB aufgrund § 140 Abs. 1 Satz 2 VAG zu stellen? Antwortmöglichkeiten: 0=nein, 1=ja (bei Möglichkeit 1 bitte Erläuterung im Erläuterungsbogen)";;0;0;0;0
2023;"D._Sonstige Angaben";"D.8._Brutto-Deckungsrückstellung zum Ende des Geschäftsjahres, inkl. Verstärkungen (ohne FLV)";;833253;833253;833253;833253
2023;"D._Sonstige Angaben";"D.9._Potenzieller Aufwand für die Absenkung des Rechnungszinses aller aufsichtsrechtlich genehmigten Tarife mit einem Rechnungszins über 2,00% auf 2,00% ohne Berücksichtigung einer ggf. vorhandenen pauschalen Verstärkung (nicht in A.7. enthalten)";;60193;60193;60193;60193
2023;"D._Sonstige Angaben";"D.10._Potenzieller Aufwand für die Absenkung des Rechnungszinses aller aufsichtsrechtlich genehmigten Tarife um 10 Basispunkte ohne Berücksichtigung einer ggf. vorhandenen pauschalen Verstärkung (nicht in A.7. enthalten)";;2564;2564;2564;2564
2023;"D._Sonstige Angaben";"D.11._In der Brutto-Deckungsrückstellung zum Ende des ersten Geschäftsjahres enthaltene Zinsverstärkung für aufsichtsrechtlich genehmigte Tarife (Summe der Beträge zur Verstärkung der Rechnungsgrundlage Zins von 2011 bis 2023)";;28674;28674;28674;28674
2023;"D._Sonstige Angaben";"D.12._In der Brutto-Deckungsrückstellung zum Ende des ersten Geschäftsjahres enthaltene Zinszusatzreserve gem. § 5 Abs. 3 DeckRV";;28810;28810;28810;28810
2023;"D._Sonstige Angaben";"D.13._In der Brutto-Deckungsrückstellung zum Ende des ersten Geschäftsjahres für aufsichtsrechtlich genehmigte Tarife enthaltene pauschale Verstärkung, die für die Rechnungsgrundlage Zins verwendet werden kann.";;0;0;0;0
2023;"D._Sonstige Angaben";"D.14._Im Rahmen der Prognoserechnung angesetzte Unterstützung durch Aktionäre / Trägerunternehmen / gruppenangehörige Unternehmen";;0;29000;0;4500
2023;"D._Sonstige Angaben";"D.15._Zum Zwecke der Leistungserhöhung oder Verrechnung mit sonst zu zahlenden Beiträgen verwendete / entnommene Beträge aus Rohüberschuss, aus der RfB oder aus vergleichbaren Rückstellungen";;169;169;169;169
2023;"D._Sonstige Angaben";"D.16._davon verpflichtend";;169;169;169;169
2023;"D._Sonstige Angaben";"D.17._davon befristete ZVK-Leistung";;0;0;0;0
2023;"E.";"Felder für Sonderabfragen";;;;;
2023;"E._Felder für Sonderabfragen";"E.1._Zusätzlicher Schutz der Versorgungsberechtigten durch Arbeitgeber/Dritte in % der Deckungsrückstellung";;77,82;;;
2023;"E._Felder für Sonderabfragen";"";;;;;
2023;"E._Felder für Sonderabfragen";"E.2._Betriebliche Altersversorgung (bAV) gemäß § 1 BetrAVG mit Haftung eines existenten Arbeitgebers gemäß § 1 Abs. 1 S. 3 BetrAVG - ohne Riesterverträge";;77,82;0;;
2023;"E._Felder für Sonderabfragen";"E.3._bAV gemäß § 1 BetrAVG mit Haftung eines existenten Arbeitgebers gemäß § 1 Abs. 1 S. 3 BetrAVG - Riesterverträge";;0;0;;
2023;"E._Felder für Sonderabfragen";"E.4._Fortführung der Versicherung nach Ausscheiden aus dem Arbeitsverhältnis mit eigenen Beiträgen";;22,18;0;;
2023;"E._Felder für Sonderabfragen";"E.5._Rückdeckungsgeschäft";;0;0;;
2023;"E._Felder für Sonderabfragen";"E.6._Ursprünglich bAV gemäß § 1 BetrAVG, ursprünglich gemäß § 1 Abs. 1 S. 3 BetrAVG haftender Arbeitgeber nicht mehr existent";;0;0;;
2023;"E._Felder für Sonderabfragen";"E.7._Sonstiges (im Erläuterungsbogen darzulegen)";;0;0;;
2023;"E._Felder für Sonderabfragen";"E.8._Anzahl der existenten Arbeitgeber, die Zusagen der bAV gemäß § 1 BetrAVG über die Pensionskasse durchführen oder rückdecken, für die sie gemäß § 1 Abs. 1 S. 3 BetrAVG haften (ganze Anzahl, nicht in Tausend)";;3631;;;
2023;"E._Felder für Sonderabfragen";"E.9._Anzahl der Arbeitgeber, die Zusagen der bAV gemäß § 1 BetrAVG über die Pensionskasse durchgeführt oder rückgedeckt haben und dafür gemäß § 1 Abs. 1 S. 3 BetrAVG hafteten, aber nicht mehr existent sind, ohne dass andere Arbeitgeber die Zusage und Haftung übernommen haben (ganze Anzahl, nicht in Tausend)";;0;;;
2023;"E._Felder für Sonderabfragen";"E.10._Erwartete Rendite der im Kalenderjahr 2022 vom 01.01. bis zum 30.09. getätigten Neu- und Wiederanlage in %";;3,14;;;
2023;"E._Felder für Sonderabfragen";"";;;;;
2023;"E._Felder für Sonderabfragen";"E.10.1._Neu- und Wiederanlage 01.01.2022 bis 30.09.2022 gesamt - inkl. indirekte Anlagen (vgl. Anleitung, Abschnitt 4.c)";;115055,55011;;;15,7714635078738
2023;"E._Felder für Sonderabfragen";"E.10.2._Anlagen mit Rentencharakter";;93213,22071;3,06260953815288;;15,7714635078738
2023;"E._Felder für Sonderabfragen";"E.10.3._davon: a. Renten mit Rest-/Laufzeit bis 5 Jahre";;9858,8495;3,32394135431129;;2,76721707552157
2023;"E._Felder für Sonderabfragen";"E.10.4._davon: b. Renten mit Rest-/Laufzeit 5 bis 10 Jahre";;16589,33977;4,09340892984475;;8,60002796331322
2023;"E._Felder für Sonderabfragen";"E.10.5._davon: c. Renten mit Rest-/Laufzeit 10 bis 20 Jahre";;39579,03144;3,08745767127639;;15,7279998840539
2023;"E._Felder für Sonderabfragen";"E.10.6._davon: d. Renten mit Rest-/Laufzeit ab 20 Jahre";;27186;2,30265303735562;;24,9267837998809
2023;"E._Felder für Sonderabfragen";"E.10.7._davon: a. mit Rating AAA bis AA";;52169,50002;2,59108027225436;;17,0445646677367
2023;"E._Felder für Sonderabfragen";"E.10.8._davon: b. mit Rating A bis BBB";;37269,03386;3,65740926363383;;14,7498633872305
2023;"E._Felder für Sonderabfragen";"E.10.9._davon: c. mit Rating BB bis B";;0;;;
2023;"E._Felder für Sonderabfragen";"E.10.10._davon: d. mit Rating CCC bis D";;0;;;
2023;"E._Felder für Sonderabfragen";"E.10.11._davon: e. ohne Rating";;3774,68683;3,70685766981972;;8,26276072701338
2023;"E._Felder für Sonderabfragen";"E.10.12._davon: a. Staaten und Gebietskörperschaften";;66591,67212;2,81299148820912;;17,8777856706422
2023;"E._Felder für Sonderabfragen";"E.10.13._davon: b. Banken";;11629,56444;3,02223603450812;;11,2784088434024
2023;"E._Felder für Sonderabfragen";"E.10.14._davon: unbesichert";;2999,38886;3,9589215250327;;3,0336074771131
2023;"E._Felder für Sonderabfragen";"E.10.15._davon: c. Unternehmen";;14991,98415;4,20268609028782;;9,90090993680085
2023;"E._Felder für Sonderabfragen";"E.10.16._Anlagen mit Eigenkapitalcharakter";;0;0;;0
2023;"E._Felder für Sonderabfragen";"E.10.17._Immobilien";;3854,80541;0;4,44002213728319;0
2023;"E._Felder für Sonderabfragen";"E.10.18._Sonstige Kapitalanlagen";;17987,52399;0;3,39015611461545;0
2023;"E._Felder für Sonderabfragen";"E.11._Abfrage zu Werten der Vorjahre: Tatsächliche finanzielle Unterstützung durch Aktionäre / Trägerunternehmen im GJ 2022 (Mittelzuflüsse sind mit pos. Vorzeichen, Mittelabflüsse mit neg. Vorzeichen zu versehen.)";;1500;;;
2023;"E._Felder für Sonderabfragen";"E.12._Abfrage zu Werten der Vorjahre: Tatsächliche finanzielle Unterstützung durch Aktionäre / Trägerunternehmen im GJ 2021
(Mittelzuflüsse sind mit pos. Vorzeichen, Mittelabflüsse mit neg. Vorzeichen zu versehen.)";;4000;;;
2023;"E._Felder für Sonderabfragen";"E.13._Abfrage zu Werten der Vorjahre: Tatsächliche finanzielle Unterstützung durch Aktionäre / Trägerunternehmen im GJ 2020
(Mittelzuflüsse sind mit pos. Vorzeichen, Mittelabflüsse mit neg. Vorzeichen zu versehen.)";;0;;;
2023;"E._Felder für Sonderabfragen";"E.14._Abfrage zu Werten der Vorjahre: Tatsächliche finanzielle Unterstützung durch Aktionäre / Trägerunternehmen im GJ 2019
(Mittelzuflüsse sind mit pos. Vorzeichen, Mittelabflüsse mit neg. Vorzeichen zu versehen.)";;0;;;
2023;"E._Felder für Sonderabfragen";"E.15._Abfrage zu Werten der Vorjahre: Tatsächliche finanzielle Unterstützung durch Aktionäre / Trägerunternehmen im GJ 2018
(Mittelzuflüsse sind mit pos. Vorzeichen, Mittelabflüsse mit neg. Vorzeichen zu versehen.)";;0;;;
2023;"F.";"Überschussdeklaration für das Folgejahr (nur dann erforderlich, wenn ausdrücklich verlangt)";;;;;
2023;"F._Überschussdeklaration für das Folgejahr (nur dann erforderlich, wenn ausdrücklich verlangt)";"Für das Folgejahr deklarierte Gesamtverzinsung (Rechnungszins zuzüglich Zinsüberschussanteilsatz bei den im Folgejahr für das Neugeschäft offenen Tarifen):";;;;;
2023;"F._Überschussdeklaration für das Folgejahr (nur dann erforderlich, wenn ausdrücklich verlangt)";"F.1._Rentenversicherungen in der Aufschubzeit (Anwartschaftszeit)";0,9;;;;
2023;"F._Überschussdeklaration für das Folgejahr (nur dann erforderlich, wenn ausdrücklich verlangt)";"F.2._Rentenversicherungen in der Rentenbezugszeit";0,9;;;;
2023;"F._Überschussdeklaration für das Folgejahr (nur dann erforderlich, wenn ausdrücklich verlangt)";"F.3._Gesamtzinssatz für die verzinsliche Ansammlung";0,9;;;;
2023;"F._Überschussdeklaration für das Folgejahr (nur dann erforderlich, wenn ausdrücklich verlangt)";"F.4._Für das Folgejahr deklarierte Zins-Direktgutschrift (bei den im Folgejahr für das Neugeschäft offenen Tarifen)";0;;;;
2023;"F._Überschussdeklaration für das Folgejahr (nur dann erforderlich, wenn ausdrücklich verlangt)";"F.5._Termin des Beschlussvorschlags des Verantwortlichen Aktuars für den Vorstand";45261;;;;
2023;"F._Überschussdeklaration für das Folgejahr (nur dann erforderlich, wenn ausdrücklich verlangt)";"F.6._Beschlusstermin des Vorstands";45261;;;;
2023;"F._Überschussdeklaration für das Folgejahr (nur dann erforderlich, wenn ausdrücklich verlangt)";"F.7._Beschluss des Vorstands weicht nicht vom Beschlussvorschlag des Verantwortlichen Aktuars ab";0;;;;
